idx,R,G,B,hex,kind,col,row
601,133,249,193,#85F9C1,singleton,24,9
602,179,159,184,#B39FB8,singleton,25,9
603,254,152,213,#FE98D5,singleton,26,9
604,162,217,213,#A2D9D5,singleton,27,9
605,245,142,133,#F58E85,singleton,28,9
606,135,245,176,#87F5B0,singleton,29,9
607,155,136,231,#9B88E7,singleton,30,9
608,250,194,232,#FAC2E8,singleton,31,9
609,236,190,210,#ECBED2,singleton,32,9
610,154,136,204,#9A88CC,singleton,33,9
611,232,135,157,#E8879D,singleton,34,9
612,196,169,219,#C4A9DB,singleton,35,9
613,221,211,137,#DDD389,singleton,36,9
614,224,181,174,#E0B5AE,singleton,37,9
615,149,139,218,#958BDA,singleton,38,9
616,143,175,154,#8FAF9A,singleton,39,9
617,144,202,205,#90CACD,singleton,40,9
618,162,156,168,#A29CA8,singleton,41,9
619,147,138,182,#938AB6,singleton,42,9
620,216,198,224,#D8C6E0,singleton,43,9
621,229,200,134,#E5C886,singleton,44,9
622,188,185,210,#BCB9D2,singleton,45,9
623,183,176,228,#B7B0E4,singleton,46,9
624,169,168,161,#A9A8A1,singleton,47,9
625,167,185,210,#A7B9D2,singleton,48,9
626,184,228,182,#B8E4B6,singleton,49,9
627,141,221,143,#8DDD8F,singleton,50,9
628,183,164,198,#B7A4C6,singleton,51,9
629,203,196,234,#CBC4EA,singleton,52,9
630,244,175,158,#F4AF9E,singleton,53,9
631,164,133,140,#A4858C,singleton,54,9
632,168,250,236,#A8FAEC,singleton,55,9
633,166,216,209,#A6D8D1,singleton,56,9
634,135,214,253,#87D6FD,singleton,57,9
635,181,230,161,#B5E6A1,singleton,58,9
636,171,251,226,#ABFBE2,singleton,59,9
637,213,218,165,#D5DAA5,singleton,60,9
638,255,202,233,#FFCAE9,singleton,61,9
639,208,173,163,#D0ADA3,singleton,62,9
640,191,240,244,#BFF0F4,singleton,63,9
641,231,195,128,#E7C380,singleton,0,10
642,198,132,163,#C684A3,singleton,1,10
643,148,253,190,#94FDBE,singleton,2,10
644,229,145,139,#E5918B,singleton,3,10
645,228,133,133,#E48585,singleton,4,10
646,144,129,189,#9081BD,singleton,5,10
647,164,158,201,#A49EC9,singleton,6,10
648,135,158,213,#879ED5,singleton,7,10
649,248,164,186,#F8A4BA,singleton,8,10
650,162,215,205,#A2D7CD,singleton,9,10
651,200,230,231,#C8E6E7,singleton,10,10
652,220,160,146,#DCA092,singleton,11,10
653,252,238,225,#FCEEE1,singleton,12,10
654,190,139,254,#BE8BFE,singleton,13,10
655,163,239,200,#A3EFC8,singleton,14,10
656,153,154,196,#999AC4,singleton,15,10
657,226,191,171,#E2BFAB,singleton,16,10
658,229,154,209,#E59AD1,singleton,17,10
659,170,222,164,#AADEA4,singleton,18,10
660,170,205,224,#AACDE0,singleton,19,10
661,232,241,166,#E8F1A6,singleton,20,10
662,240,156,170,#F09CAA,singleton,21,10
663,163,135,228,#A387E4,singleton,22,10
664,242,147,146,#F29392,singleton,23,10
665,218,166,135,#DAA687,singleton,24,10
666,204,228,174,#CCE4AE,singleton,25,10
667,140,222,137,#8CDE89,singleton,26,10
668,245,191,151,#F5BF97,singleton,27,10
669,161,227,203,#A1E3CB,singleton,28,10
670,150,177,192,#96B1C0,singleton,29,10
671,238,209,160,#EED1A0,singleton,30,10
672,129,148,165,#8194A5,singleton,31,10
673,214,177,210,#D6B1D2,singleton,32,10
674,142,186,200,#8EBAC8,singleton,33,10
675,223,239,171,#DFEFAB,singleton,34,10
676,151,137,243,#9789F3,singleton,35,10
677,201,221,250,#C9DDFA,singleton,36,10
678,245,157,237,#F59DED,singleton,37,10
679,213,242,177,#D5F2B1,singleton,38,10
680,142,206,184,#8ECEB8,singleton,39,10
681,222,141,213,#DE8DD5,singleton,40,10
682,163,131,193,#A383C1,singleton,41,10
683,241,217,145,#F1D991,singleton,42,10
684,225,245,178,#E1F5B2,singleton,43,10
685,219,239,233,#DBEFE9,singleton,44,10
686,247,149,206,#F795CE,singleton,45,10
687,235,137,216,#EB89D8,singleton,46,10
688,215,204,211,#D7CCD3,singleton,47,10
689,197,247,179,#C5F7B3,singleton,48,10
690,178,170,161,#B2AAA1,singleton,49,10
691,243,199,226,#F3C7E2,singleton,50,10
692,153,189,231,#99BDE7,singleton,51,10
693,188,186,235,#BCBAEB,singleton,52,10
694,233,165,176,#E9A5B0,singleton,53,10
695,225,230,231,#E1E6E7,singleton,54,10
696,199,153,174,#C799AE,singleton,55,10
697,132,221,220,#84DDDC,singleton,56,10
698,226,162,196,#E2A2C4,singleton,57,10
699,223,135,192,#DF87C0,singleton,58,10
700,128,221,139,#80DD8B,singleton,59,10
701,141,190,174,#8DBEAE,singleton,60,10
702,239,238,173,#EFEEAD,singleton,61,10
703,207,193,176,#CFC1B0,singleton,62,10
704,129,186,218,#81BADA,singleton,63,10
705,226,129,227,#E281E3,singleton,0,11
706,168,245,229,#A8F5E5,singleton,1,11
707,235,253,221,#EBFDDD,singleton,2,11
708,132,173,204,#84ADCC,singleton,3,11
709,197,144,164,#C590A4,singleton,4,11
710,156,185,181,#9CB9B5,singleton,5,11
711,166,186,221,#A6BADD,singleton,6,11
712,223,219,229,#DFDBE5,singleton,7,11
713,129,241,248,#81F1F8,singleton,8,11
714,185,247,216,#B9F7D8,singleton,9,11
715,252,130,162,#FC82A2,singleton,10,11
716,129,255,160,#81FFA0,singleton,11,11
717,224,182,145,#E0B691,singleton,12,11
718,173,138,239,#AD8AEF,singleton,13,11
719,173,136,144,#AD8890,singleton,14,11
720,225,169,221,#E1A9DD,singleton,15,11
721,136,178,135,#88B287,singleton,16,11
722,250,218,255,#FADAFF,singleton,17,11
723,252,130,165,#FC82A5,singleton,18,11
724,253,166,131,#FDA683,singleton,19,11
725,236,177,133,#ECB185,singleton,20,11
726,132,135,170,#8487AA,singleton,21,11
727,169,195,145,#A9C391,singleton,22,11
728,131,187,129,#83BB81,singleton,23,11
729,163,203,165,#A3CBA5,singleton,24,11
730,253,177,210,#FDB1D2,singleton,25,11
731,212,159,198,#D49FC6,singleton,26,11
732,154,176,197,#9AB0C5,singleton,27,11
733,208,129,167,#D081A7,singleton,28,11
734,162,131,251,#A283FB,singleton,29,11
735,250,227,144,#FAE390,singleton,30,11
736,141,237,227,#8DEDE3,singleton,31,11
737,216,168,128,#D8A880,singleton,32,11
738,178,155,242,#B29BF2,singleton,33,11
739,203,132,246,#CB84F6,singleton,34,11
740,133,214,141,#85D68D,singleton,35,11
741,217,254,208,#D9FED0,singleton,36,11
742,210,168,133,#D2A885,singleton,37,11
743,187,209,128,#BBD180,singleton,38,11
744,192,180,133,#C0B485,singleton,39,11
745,130,133,191,#8285BF,singleton,40,11
746,148,136,215,#9488D7,singleton,41,11
747,240,149,222,#F095DE,singleton,42,11
748,193,164,136,#C1A488,singleton,43,11
749,210,238,231,#D2EEE7,singleton,44,11
750,224,206,171,#E0CEAB,singleton,45,11
751,206,202,170,#CECAAA,singleton,46,11
752,153,200,132,#99C884,singleton,47,11
753,170,167,186,#AAA7BA,singleton,48,11
754,137,209,155,#89D19B,singleton,49,11
755,226,152,243,#E298F3,singleton,50,11
756,250,225,177,#FAE1B1,singleton,51,11
757,166,182,250,#A6B6FA,singleton,52,11
758,157,147,192,#9D93C0,singleton,53,11
759,175,151,217,#AF97D9,singleton,54,11
760,199,127,184,#C77FB8,singleton,55,11
761,157,218,130,#9DDA82,singleton,56,11
762,211,241,233,#D3F1E9,singleton,57,11
763,218,232,188,#DAE8BC,singleton,58,11
764,185,233,224,#B9E9E0,singleton,59,11
765,156,230,195,#9CE6C3,singleton,60,11
766,194,223,139,#C2DF8B,singleton,61,11
767,148,215,140,#94D78C,singleton,62,11
768,181,185,151,#B5B997,singleton,63,11
769,176,175,182,#B0AFB6,singleton,0,12
770,233,233,176,#E9E9B0,singleton,1,12
771,170,226,167,#AAE2A7,singleton,2,12
772,129,235,246,#81EBF6,singleton,3,12
773,152,141,166,#988DA6,singleton,4,12
774,138,158,248,#8A9EF8,singleton,5,12
775,244,236,204,#F4ECCC,singleton,6,12
776,153,128,172,#9980AC,singleton,7,12
777,252,236,183,#FCECB7,singleton,8,12
778,205,179,167,#CDB3A7,singleton,9,12
779,171,231,160,#ABE7A0,singleton,10,12
780,233,162,192,#E9A2C0,singleton,11,12
781,178,241,254,#B2F1FE,singleton,12,12
782,133,135,195,#8587C3,singleton,13,12
783,184,154,250,#B89AFA,singleton,14,12
784,205,168,208,#CDA8D0,singleton,15,12
785,228,137,184,#E489B8,singleton,16,12
786,147,192,205,#93C0CD,singleton,17,12
787,202,150,174,#CA96AE,singleton,18,12
788,136,236,252,#88ECFC,singleton,19,12
789,248,221,174,#F8DDAE,singleton,20,12
790,127,213,131,#7FD583,singleton,21,12
791,212,174,234,#D4AEEA,singleton,22,12
792,228,215,173,#E4D7AD,singleton,23,12
793,249,233,221,#F9E9DD,singleton,24,12
794,197,224,229,#C5E0E5,singleton,25,12
795,177,174,195,#B1AEC3,singleton,26,12
796,230,231,169,#E6E7A9,singleton,27,12
797,238,151,167,#EE97A7,singleton,28,12
798,210,158,140,#D29E8C,singleton,29,12
799,145,169,132,#91A984,singleton,30,12
800,129,145,176,#8191B0,singleton,31,12
801,215,184,197,#D7B8C5,singleton,32,12
802,187,187,252,#BBBBFC,singleton,33,12
803,230,127,177,#E67FB1,singleton,34,12
804,138,153,214,#8A99D6,singleton,35,12
805,239,132,180,#EF84B4,singleton,36,12
806,200,214,188,#C8D6BC,singleton,37,12
807,184,145,244,#B891F4,singleton,38,12
808,132,144,188,#8490BC,singleton,39,12
809,219,129,143,#DB818F,singleton,40,12
810,221,210,173,#DDD2AD,singleton,41,12
811,168,247,215,#A8F7D7,singleton,42,12
812,171,237,168,#ABEDA8,singleton,43,12
813,159,186,182,#9FBAB6,singleton,44,12
814,200,127,231,#C87FE7,singleton,45,12
815,247,227,254,#F7E3FE,singleton,46,12
816,208,226,153,#D0E299,singleton,47,12
817,214,200,210,#D6C8D2,singleton,48,12
818,199,200,127,#C7C87F,singleton,49,12
819,187,210,166,#BBD2A6,singleton,50,12
820,136,155,245,#889BF5,singleton,51,12
821,234,136,172,#EA88AC,singleton,52,12
822,131,225,161,#83E1A1,singleton,53,12
823,254,195,150,#FEC396,singleton,54,12
824,140,168,155,#8CA89B,singleton,55,12
825,133,239,145,#85EF91,singleton,56,12
826,140,140,172,#8C8CAC,singleton,57,12
827,189,137,158,#BD899E,singleton,58,12
828,244,134,137,#F48689,singleton,59,12
829,218,224,175,#DAE0AF,singleton,60,12
830,215,239,154,#D7EF9A,singleton,61,12
831,128,150,158,#80969E,singleton,62,12
832,192,221,247,#C0DDF7,singleton,63,12
833,186,243,129,#BAF381,singleton,0,13
834,220,210,158,#DCD29E,singleton,1,13
835,130,201,159,#82C99F,singleton,2,13
836,182,193,216,#B6C1D8,singleton,3,13
837,237,174,196,#EDAEC4,singleton,4,13
838,249,201,144,#F9C990,singleton,5,13
839,214,245,129,#D6F581,singleton,6,13
840,161,168,128,#A1A880,singleton,7,13
841,241,166,211,#F1A6D3,singleton,8,13
842,251,138,145,#FB8A91,singleton,9,13
843,251,196,145,#FBC491,singleton,10,13
844,153,209,153,#99D199,singleton,11,13
845,171,225,183,#ABE1B7,singleton,12,13
846,191,184,221,#BFB8DD,singleton,13,13
847,234,163,158,#EAA39E,singleton,14,13
848,214,232,192,#D6E8C0,singleton,15,13
849,213,134,204,#D586CC,singleton,16,13
850,141,233,232,#8DE9E8,singleton,17,13
851,245,152,202,#F598CA,singleton,18,13
852,127,234,170,#7FEAAA,singleton,19,13
853,202,134,190,#CA86BE,singleton,20,13
854,141,186,252,#8DBAFC,singleton,21,13
855,198,211,221,#C6D3DD,singleton,22,13
856,171,206,232,#ABCEE8,singleton,23,13
857,217,215,130,#D9D782,singleton,24,13
858,196,183,132,#C4B784,singleton,25,13
859,225,154,189,#E19ABD,singleton,26,13
860,146,165,131,#92A583,singleton,27,13
861,195,237,218,#C3EDDA,singleton,28,13
862,168,163,183,#A8A3B7,singleton,29,13
863,206,170,246,#CEAAF6,singleton,30,13
864,139,180,234,#8BB4EA,singleton,31,13
865,252,220,233,#FCDCE9,singleton,32,13
866,144,135,202,#9087CA,singleton,33,13
867,226,169,183,#E2A9B7,singleton,34,13
868,228,180,145,#E4B491,singleton,35,13
869,229,176,224,#E5B0E0,singleton,36,13
870,197,158,206,#C59ECE,singleton,37,13
871,236,183,225,#ECB7E1,singleton,38,13
872,186,201,203,#BAC9CB,singleton,39,13
873,161,157,176,#A19DB0,singleton,40,13
874,164,220,162,#A4DCA2,singleton,41,13
875,240,204,162,#F0CCA2,singleton,42,13
876,151,199,218,#97C7DA,singleton,43,13
877,154,191,138,#9ABF8A,singleton,44,13
878,168,175,251,#A8AFFB,singleton,45,13
879,203,223,185,#CBDFB9,singleton,46,13
880,200,194,242,#C8C2F2,singleton,47,13
881,214,136,140,#D6888C,singleton,48,13
882,167,158,252,#A79EFC,singleton,49,13
883,136,194,146,#88C292,singleton,50,13
884,156,255,241,#9CFFF1,singleton,51,13
885,227,189,204,#E3BDCC,singleton,52,13
886,148,242,230,#94F2E6,singleton,53,13
887,238,204,232,#EECCE8,singleton,54,13
888,133,170,222,#85AADE,singleton,55,13
889,195,195,135,#C3C387,singleton,56,13
890,229,238,233,#E5EEE9,singleton,57,13
891,146,217,219,#92D9DB,singleton,58,13
892,188,205,211,#BCCDD3,singleton,59,13
893,150,201,174,#96C9AE,singleton,60,13
894,165,142,132,#A58E84,singleton,61,13
895,199,252,191,#C7FCBF,singleton,62,13
896,153,196,241,#99C4F1,singleton,63,13
897,173,182,235,#ADB6EB,singleton,0,14
898,210,216,244,#D2D8F4,singleton,1,14
899,138,208,220,#8AD0DC,singleton,2,14
900,173,227,218,#ADE3DA,singleton,3,14
901,244,162,211,#F4A2D3,singleton,4,14
902,168,138,165,#A88AA5,singleton,5,14
903,149,166,239,#95A6EF,singleton,6,14
904,248,253,169,#F8FDA9,singleton,7,14
905,184,200,189,#B8C8BD,singleton,8,14
906,226,190,173,#E2BEAD,singleton,9,14
907,158,169,254,#9EA9FE,singleton,10,14
908,148,183,183,#94B7B7,singleton,11,14
909,253,191,127,#FDBF7F,singleton,12,14
910,178,153,254,#B299FE,singleton,13,14
911,246,232,229,#F6E8E5,singleton,14,14
912,211,175,235,#D3AFEB,singleton,15,14
913,176,158,241,#B09EF1,singleton,16,14
914,153,131,157,#99839D,singleton,17,14
915,130,181,184,#82B5B8,singleton,18,14
916,193,153,143,#C1998F,singleton,19,14
917,182,166,145,#B6A691,singleton,20,14
918,174,142,184,#AE8EB8,singleton,21,14
919,219,223,234,#DBDFEA,singleton,22,14
920,156,170,202,#9CAACA,singleton,23,14
921,165,175,243,#A5AFF3,singleton,24,14
922,241,129,149,#F18195,singleton,25,14
923,195,228,152,#C3E498,singleton,26,14
924,209,177,159,#D1B19F,singleton,27,14
925,187,133,166,#BB85A6,singleton,28,14
926,224,146,129,#E09281,singleton,29,14
927,254,187,165,#FEBBA5,singleton,30,14
928,240,174,138,#F0AE8A,singleton,31,14
929,234,199,217,#EAC7D9,singleton,32,14
930,150,187,231,#96BBE7,singleton,33,14
931,128,147,242,#8093F2,singleton,34,14
932,167,243,211,#A7F3D3,singleton,35,14
933,169,143,179,#A98FB3,singleton,36,14
934,162,254,180,#A2FEB4,singleton,37,14
935,246,228,244,#F6E4F4,singleton,38,14
936,241,242,136,#F1F288,singleton,39,14
937,146,250,205,#92FACD,singleton,40,14
938,232,157,239,#E89DEF,singleton,41,14
939,164,180,127,#A4B47F,singleton,42,14
940,232,134,184,#E886B8,singleton,43,14
941,186,150,236,#BA96EC,singleton,44,14
942,200,209,157,#C8D19D,singleton,45,14
943,171,147,145,#AB9391,singleton,46,14
944,209,182,129,#D1B681,singleton,47,14
945,205,219,188,#CDDBBC,singleton,48,14
946,240,249,202,#F0F9CA,singleton,49,14
947,149,248,212,#95F8D4,singleton,50,14
948,208,153,252,#D099FC,singleton,51,14
949,130,150,246,#8296F6,singleton,52,14
950,131,130,189,#8382BD,singleton,53,14
951,211,192,137,#D3C089,singleton,54,14
952,249,231,230,#F9E7E6,singleton,55,14
953,199,173,146,#C7AD92,singleton,56,14
954,214,197,222,#D6C5DE,singleton,57,14
955,246,192,195,#F6C0C3,singleton,58,14
956,202,154,193,#CA9AC1,singleton,59,14
957,178,179,187,#B2B3BB,singleton,60,14
958,180,210,140,#B4D28C,singleton,61,14
959,228,233,252,#E4E9FC,singleton,62,14
960,239,197,186,#EFC5BA,singleton,63,14
961,166,168,144,#A6A890,singleton,0,15
962,210,253,245,#D2FDF5,singleton,1,15
963,248,211,243,#F8D3F3,singleton,2,15
964,213,168,202,#D5A8CA,singleton,3,15
965,183,190,179,#B7BEB3,singleton,4,15
966,245,217,216,#F5D9D8,singleton,5,15
967,184,182,251,#B8B6FB,singleton,6,15
968,180,208,206,#B4D0CE,singleton,7,15
969,130,158,236,#829EEC,singleton,8,15
970,251,149,252,#FB95FC,singleton,9,15
971,233,215,231,#E9D7E7,singleton,10,15
972,215,175,156,#D7AF9C,singleton,11,15
973,205,163,193,#CDA3C1,singleton,12,15
974,166,168,227,#A6A8E3,singleton,13,15
975,204,220,138,#CCDC8A,singleton,14,15
976,239,253,147,#EFFD93,singleton,15,15
977,217,238,144,#D9EE90,singleton,16,15
978,163,182,142,#A3B68E,singleton,17,15
979,189,241,214,#BDF1D6,singleton,18,15
980,194,208,222,#C2D0DE,singleton,19,15
981,136,251,189,#88FBBD,singleton,20,15
982,246,235,208,#F6EBD0,singleton,21,15
983,226,223,142,#E2DF8E,singleton,22,15
984,150,167,181,#96A7B5,singleton,23,15
985,150,234,228,#96EAE4,singleton,24,15
986,180,231,244,#B4E7F4,singleton,25,15
987,195,145,160,#C391A0,singleton,26,15
988,216,162,166,#D8A2A6,singleton,27,15
989,236,197,160,#ECC5A0,singleton,28,15
990,216,153,189,#D899BD,singleton,29,15
991,197,138,210,#C58AD2,singleton,30,15
992,226,196,213,#E2C4D5,singleton,31,15
993,136,213,240,#88D5F0,singleton,32,15
994,156,134,206,#9C86CE,singleton,33,15
995,133,194,198,#85C2C6,singleton,34,15
996,218,140,203,#DA8CCB,singleton,35,15
997,169,136,137,#A98889,singleton,36,15
998,226,254,189,#E2FEBD,singleton,37,15
999,189,175,217,#BDAFD9,singleton,38,15
1000,150,137,165,#9689A5,singleton,39,15
1001,175,137,197,#AF89C5,singleton,40,15
1002,207,208,156,#CFD09C,singleton,41,15
1003,226,179,166,#E2B3A6,singleton,42,15
1004,142,171,145,#8EAB91,singleton,43,15
1005,131,137,132,#838984,singleton,44,15
1006,130,210,223,#82D2DF,singleton,45,15
1007,223,145,183,#DF91B7,singleton,46,15
1008,211,175,143,#D3AF8F,singleton,47,15
1009,180,226,139,#B4E28B,singleton,48,15
1010,148,164,147,#94A493,singleton,49,15
1011,251,241,203,#FBF1CB,singleton,50,15
1012,202,137,130,#CA8982,singleton,51,15
1013,215,181,241,#D7B5F1,singleton,52,15
1014,169,247,216,#A9F7D8,singleton,53,15
1015,165,153,220,#A599DC,singleton,54,15
1016,247,222,244,#F7DEF4,singleton,55,15
1017,184,186,220,#B8BADC,singleton,56,15
1018,249,182,248,#F9B6F8,singleton,57,15
1019,237,219,217,#EDDBD9,singleton,58,15
1020,181,155,237,#B59BED,singleton,59,15
1021,143,205,142,#8FCD8E,singleton,60,15
1022,145,146,185,#9192B9,singleton,61,15
1023,197,184,254,#C5B8FE,singleton,62,15
1024,129,171,156,#81AB9C,singleton,63,15
1025,237,181,153,#EDB599,singleton,0,16
1026,222,174,149,#DEAE95,singleton,1,16
1027,178,188,131,#B2BC83,singleton,2,16
1028,150,219,232,#96DBE8,singleton,3,16
1029,182,130,186,#B682BA,singleton,4,16
1030,210,220,174,#D2DCAE,singleton,5,16
1031,168,161,153,#A8A199,singleton,6,16
1032,131,153,169,#8399A9,singleton,7,16
1033,201,147,135,#C99387,singleton,8,16
1034,163,177,165,#A3B1A5,singleton,9,16
1035,245,182,143,#F5B68F,singleton,10,16
1036,191,139,128,#BF8B80,singleton,11,16
1037,222,142,172,#DE8EAC,singleton,12,16
1038,161,129,239,#A181EF,singleton,13,16
1039,232,248,241,#E8F8F1,singleton,14,16
1040,165,218,143,#A5DA8F,singleton,15,16
1041,254,242,219,#FEF2DB,singleton,16,16
1042,208,216,137,#D0D889,singleton,17,16
1043,130,233,155,#82E99B,singleton,18,16
1044,238,148,154,#EE949A,singleton,19,16
1045,141,142,138,#8D8E8A,singleton,20,16
1046,221,160,164,#DDA0A4,singleton,21,16
1047,217,246,246,#D9F6F6,singleton,22,16
1048,185,243,206,#B9F3CE,singleton,23,16
1049,129,228,158,#81E49E,singleton,24,16
1050,186,154,159,#BA9A9F,singleton,25,16
1051,183,163,183,#B7A3B7,singleton,26,16
1052,246,164,189,#F6A4BD,singleton,27,16
1053,202,164,221,#CAA4DD,singleton,28,16
1054,133,188,161,#85BCA1,singleton,29,16
1055,228,239,249,#E4EFF9,singleton,30,16
1056,145,181,242,#91B5F2,singleton,31,16
1057,210,138,215,#D28AD7,singleton,32,16
1058,166,165,241,#A6A5F1,singleton,33,16
1059,152,196,255,#98C4FF,singleton,34,16
1060,140,206,243,#8CCEF3,singleton,35,16
1061,233,199,206,#E9C7CE,singleton,36,16
1062,251,182,240,#FBB6F0,singleton,37,16
1063,226,150,234,#E296EA,singleton,38,16
1064,204,147,251,#CC93FB,singleton,39,16
1065,199,211,185,#C7D3B9,singleton,40,16
1066,212,212,131,#D4D483,singleton,41,16
1067,212,239,173,#D4EFAD,singleton,42,16
1068,171,231,143,#ABE78F,singleton,43,16
1069,199,235,215,#C7EBD7,singleton,44,16
1070,211,221,222,#D3DDDE,singleton,45,16
1071,190,189,213,#BEBDD5,singleton,46,16
1072,233,155,244,#E99BF4,singleton,47,16
1073,210,232,184,#D2E8B8,singleton,48,16
1074,136,174,159,#88AE9F,singleton,49,16
1075,136,133,246,#8885F6,singleton,50,16
1076,219,132,248,#DB84F8,singleton,51,16
1077,169,196,240,#A9C4F0,singleton,52,16
1078,251,183,222,#FBB7DE,singleton,53,16
1079,197,189,223,#C5BDDF,singleton,54,16
1080,190,178,203,#BEB2CB,singleton,55,16
1081,151,142,184,#978EB8,singleton,56,16
1082,138,141,213,#8A8DD5,singleton,57,16
1083,165,221,183,#A5DDB7,singleton,58,16
1084,196,129,234,#C481EA,singleton,59,16
1085,202,203,192,#CACBC0,singleton,60,16
1086,142,162,225,#8EA2E1,singleton,61,16
1087,151,235,230,#97EBE6,singleton,62,16
1088,223,169,152,#DFA998,singleton,63,16
1089,238,194,133,#EEC285,singleton,0,17
1090,246,163,221,#F6A3DD,singleton,1,17
1091,148,148,181,#9494B5,singleton,2,17
1092,236,240,159,#ECF09F,singleton,3,17
1093,230,252,247,#E6FCF7,singleton,4,17
1094,161,181,166,#A1B5A6,singleton,5,17
1095,192,228,194,#C0E4C2,singleton,6,17
1096,133,175,235,#85AFEB,singleton,7,17
1097,156,182,154,#9CB69A,singleton,8,17
1098,253,165,198,#FDA5C6,singleton,9,17
1099,228,184,228,#E4B8E4,singleton,10,17
1100,159,155,202,#9F9BCA,singleton,11,17
1101,207,174,185,#CFAEB9,singleton,12,17
1102,172,151,246,#AC97F6,singleton,13,17
1103,180,221,218,#B4DDDA,singleton,14,17
1104,160,167,165,#A0A7A5,singleton,15,17
1105,233,246,181,#E9F6B5,singleton,16,17
1106,191,158,196,#BF9EC4,singleton,17,17
1107,213,232,146,#D5E892,singleton,18,17
1108,153,217,236,#99D9EC,singleton,19,17
1109,194,150,237,#C296ED,singleton,20,17
1110,238,135,183,#EE87B7,singleton,21,17
1111,187,198,224,#BBC6E0,singleton,22,17
1112,172,209,134,#ACD186,singleton,23,17
1113,236,230,181,#ECE6B5,singleton,24,17
1114,213,207,209,#D5CFD1,singleton,25,17
1115,144,251,142,#90FB8E,singleton,26,17
1116,243,148,175,#F394AF,singleton,27,17
1117,144,164,153,#90A499,singleton,28,17
1118,159,201,178,#9FC9B2,singleton,29,17
1119,183,181,212,#B7B5D4,singleton,30,17
1120,204,150,151,#CC9697,singleton,31,17
1121,254,197,213,#FEC5D5,singleton,32,17
1122,145,178,240,#91B2F0,singleton,33,17
1123,196,188,164,#C4BCA4,singleton,34,17
1124,174,210,183,#AED2B7,singleton,35,17
1125,142,255,152,#8EFF98,singleton,36,17
1126,192,136,221,#C088DD,singleton,37,17
1127,222,206,130,#DECE82,singleton,38,17
1128,190,221,226,#BEDDE2,singleton,39,17
1129,157,155,252,#9D9BFC,singleton,40,17
1130,173,244,155,#ADF49B,singleton,41,17
1131,178,159,207,#B29FCF,singleton,42,17
1132,157,214,137,#9DD689,singleton,43,17
1133,251,237,149,#FBED95,singleton,44,17
1134,172,174,215,#ACAED7,singleton,45,17
1135,137,225,210,#89E1D2,singleton,46,17
1136,225,143,201,#E18FC9,singleton,47,17
1137,153,246,172,#99F6AC,singleton,48,17
1138,246,237,199,#F6EDC7,singleton,49,17
1139,148,191,231,#94BFE7,singleton,50,17
1140,242,132,201,#F284C9,singleton,51,17
1141,228,151,199,#E497C7,singleton,52,17
1142,137,251,178,#89FBB2,singleton,53,17
1143,230,241,168,#E6F1A8,singleton,54,17
1144,142,196,154,#8EC49A,singleton,55,17
1145,199,177,159,#C7B19F,singleton,56,17
1146,170,179,251,#AAB3FB,singleton,57,17
1147,143,187,139,#8FBB8B,singleton,58,17
1148,178,146,253,#B292FD,singleton,59,17
1149,238,187,177,#EEBBB1,singleton,60,17
1150,135,135,150,#878796,singleton,61,17
1151,161,136,232,#A188E8,singleton,62,17
1152,203,199,150,#CBC796,singleton,63,17
1153,143,128,228,#8F80E4,singleton,0,18
1154,159,250,157,#9FFA9D,singleton,1,18
1155,161,138,177,#A18AB1,singleton,2,18
1156,145,174,188,#91AEBC,singleton,3,18
1157,167,233,139,#A7E98B,singleton,4,18
1158,235,226,200,#EBE2C8,singleton,5,18
1159,189,177,131,#BDB183,singleton,6,18
1160,201,154,191,#C99ABF,singleton,7,18
1161,128,222,233,#80DEE9,singleton,8,18
1162,145,237,188,#91EDBC,singleton,9,18
1163,177,250,232,#B1FAE8,singleton,10,18
1164,135,154,178,#879AB2,singleton,11,18
1165,150,240,192,#96F0C0,singleton,12,18
1166,182,136,195,#B688C3,singleton,13,18
1167,203,220,140,#CBDC8C,singleton,14,18
1168,244,223,157,#F4DF9D,singleton,15,18
1169,138,181,165,#8AB5A5,singleton,16,18
1170,158,141,149,#9E8D95,singleton,17,18
1171,146,197,229,#92C5E5,singleton,18,18
1172,164,157,155,#A49D9B,singleton,19,18
1173,180,143,157,#B48F9D,singleton,20,18
1174,244,222,178,#F4DEB2,singleton,21,18
1175,210,159,207,#D29FCF,singleton,22,18
1176,216,212,241,#D8D4F1,singleton,23,18
1177,135,208,160,#87D0A0,singleton,24,18
1178,251,253,189,#FBFDBD,singleton,25,18
1179,178,139,254,#B28BFE,singleton,26,18
1180,203,134,183,#CB86B7,singleton,27,18
1181,150,146,236,#9692EC,singleton,28,18
1182,210,244,212,#D2F4D4,singleton,29,18
1183,204,241,209,#CCF1D1,singleton,30,18
1184,164,184,128,#A4B880,singleton,31,18
1185,234,214,253,#EAD6FD,singleton,32,18
1186,172,144,224,#AC90E0,singleton,33,18
1187,205,177,224,#CDB1E0,singleton,34,18
1188,178,150,188,#B296BC,singleton,35,18
1189,244,150,199,#F496C7,singleton,36,18
1190,167,241,145,#A7F191,singleton,37,18
1191,156,232,136,#9CE888,singleton,38,18
1192,229,221,203,#E5DDCB,singleton,39,18
1193,197,255,169,#C5FFA9,singleton,40,18
1194,250,139,226,#FA8BE2,singleton,41,18
1195,159,226,151,#9FE297,singleton,42,18
